V1	V2	V3	V4	V5	V6	V7
5045	sbi00230	Purine metabolism 	Sb06g017200	Sobic.006G086100	RPB1	K03006	EC:2.7.7.6
5046	sbi00240	Pyrimidine metabolism 	Sb06g017200	Sobic.006G086100	RPB1	K03006	EC:2.7.7.6
5047	sbi03020	RNA polymerase 	Sb06g017200	Sobic.006G086100	RPB1	K03006	EC:2.7.7.6
5049	sbi03030	DNA replication 	Sb06g017330	Sobic.006G087500	MCM3	K02541	EC:3.6.4.12
5052	sbi04075	Plant hormone signal transduction 	Sb06g017490	Sobic.006G089500	K14486	K14486	-
5053	sbi04075	Plant hormone signal transduction 	Sb06g017550	Sobic.006G090300	ARR-A	K14492	-
5054	sbi04075	Plant hormone signal transduction 	Sb06g017560	Sobic.006G090400	ARR-A	K14492	-
5056	sbi00592	alpha-Linolenic acid metabolism 	Sb06g017670	Sobic.006G091600	E1.3.1.42	K05894	EC:1.3.1.42
5057	sbi00592	alpha-Linolenic acid metabolism 	Sb06g017680	Sobic.006G091700	E1.3.1.42	K05894	EC:1.3.1.42
5060	sbi04141	Protein processing in endoplasmic reticulum 	Sb06g017850	Sobic.006G093500	HSP20	K13993	-
5061	sbi03018	RNA degradation 	Sb06g017930	Sobic.006G094600	LSM1	K12620	-
5062	sbi03060	Protein export 	Sb06g018000	Sobic.006G095200	SPCS2	K12947	EC:3.4.-.-
5063	sbi00591	Linoleic acid metabolism 	Sb06g018040	Sobic.006G095600	LOX2S	K00454	EC:1.13.11.12
5064	sbi00592	alpha-Linolenic acid metabolism 	Sb06g018040	Sobic.006G095600	LOX2S	K00454	EC:1.13.11.12
5073	sbi03060	Protein export 	Sb06g018340	Sobic.006G099800	SRP19	K03105	-
5074	sbi03040	Spliceosome 	Sb06g018560	Sobic.006G102100	SF3A3	K12827	-
5076	sbi04075	Plant hormone signal transduction 	Sb06g018710	Sobic.006G104000	EIN3	K14514	-
5077	sbi00590	Arachidonic acid metabolism 	Sb06g018740	Sobic.006G104300	GGT1_5	K18592	EC:2.3.2.2 3.4.19.13 3.4.19.14
5078	sbi00430	Taurine and hypotaurine metabolism 	Sb06g018740	Sobic.006G104300	GGT1_5	K18592	EC:2.3.2.2 3.4.19.13 3.4.19.14
5079	sbi00460	Cyanoamino acid metabolism 	Sb06g018740	Sobic.006G104300	GGT1_5	K18592	EC:2.3.2.2 3.4.19.13 3.4.19.14
5080	sbi00480	Glutathione metabolism 	Sb06g018740	Sobic.006G104300	GGT1_5	K18592	EC:2.3.2.2 3.4.19.13 3.4.19.14
5081	sbi00010	Glycolysis / Gluconeogenesis 	Sb06g018780	Sobic.006G104700	galM	K01785	EC:5.1.3.3
5082	sbi00052	Galactose metabolism 	Sb06g018780	Sobic.006G104700	galM	K01785	EC:5.1.3.3
5085	sbi00010	Glycolysis / Gluconeogenesis 	Sb06g018810	Sobic.006G105000	galM	K01785	EC:5.1.3.3
5086	sbi00052	Galactose metabolism 	Sb06g018810	Sobic.006G105000	galM	K01785	EC:5.1.3.3
5087	sbi00010	Glycolysis / Gluconeogenesis 	Sb06g018820	Sobic.006G105100	galM	K01785	EC:5.1.3.3
5088	sbi00052	Galactose metabolism 	Sb06g018820	Sobic.006G105100	galM	K01785	EC:5.1.3.3
5089	sbi00010	Glycolysis / Gluconeogenesis 	Sb06g018830	Sobic.006G105200	galM	K01785	EC:5.1.3.3
5090	sbi00052	Galactose metabolism 	Sb06g018830	Sobic.006G105200	galM	K01785	EC:5.1.3.3
5091	sbi02010	ABC transporters 	Sb06g018860	Sobic.006G105600	ABCB1	K05658	EC:3.6.3.44
5092	sbi00970	Aminoacyl-tRNA biosynthesis 	Sb06g018870	Sobic.006G105800	YARS	K01866	EC:6.1.1.1
5093	sbi03010	Ribosome 	Sb06g018900	Sobic.006G106100	RP-S14e	K02955	-
5094	sbi00790	Folate biosynthesis 	Sb06g018990	Sobic.006G107200	MOCS1	K03639	EC:4.1.99.18
5095	sbi04122	Sulfur relay system 	Sb06g018990	Sobic.006G107200	MOCS1	K03639	EC:4.1.99.18
5096	sbi04141	Protein processing in endoplasmic reticulum 	Sb06g019230	Sobic.006G109700	SHP1	K14012	-
5097	sbi00330	Arginine and proline metabolism 	Sb06g019370	Sobic.006G111700	E3.5.3.12	K10536	EC:3.5.3.12
5098	sbi03018	RNA degradation 	Sb06g019420	Sobic.006G112500	PARN	K01148	EC:3.1.13.4
5099	sbi01230	Biosynthesis of amino acids 	Sb06g019430	Sobic.006G112600	trpC	K01609	EC:4.1.1.48
5100	sbi00400	Phenylalanine, tyrosine and tryptophan biosynthesis 	Sb06g019430	Sobic.006G112600	trpC	K01609	EC:4.1.1.48
5102	sbi01200	Carbon metabolism 	Sb06g019610	Sobic.006G114700	pfkA	K00850	EC:2.7.1.11
5103	sbi01230	Biosynthesis of amino acids 	Sb06g019610	Sobic.006G114700	pfkA	K00850	EC:2.7.1.11
5104	sbi00010	Glycolysis / Gluconeogenesis 	Sb06g019610	Sobic.006G114700	pfkA	K00850	EC:2.7.1.11
5105	sbi00030	Pentose phosphate pathway 	Sb06g019610	Sobic.006G114700	pfkA	K00850	EC:2.7.1.11
5106	sbi00051	Fructose and mannose metabolism 	Sb06g019610	Sobic.006G114700	pfkA	K00850	EC:2.7.1.11
5107	sbi00052	Galactose metabolism 	Sb06g019610	Sobic.006G114700	pfkA	K00850	EC:2.7.1.11
5108	sbi03018	RNA degradation 	Sb06g019610	Sobic.006G114700	pfkA	K00850	EC:2.7.1.11
5110	sbi00500	Starch and sucrose metabolism 	Sb06g019830	Sobic.006G117000	E3.2.1.21	K01188	EC:3.2.1.21
5111	sbi00460	Cyanoamino acid metabolism 	Sb06g019830	Sobic.006G117000	E3.2.1.21	K01188	EC:3.2.1.21
5112	sbi00940	Phenylpropanoid biosynthesis 	Sb06g019830	Sobic.006G117000	E3.2.1.21	K01188	EC:3.2.1.21
5113	sbi00500	Starch and sucrose metabolism 	Sb06g019840	Sobic.006G117100	E3.2.1.21	K01188	EC:3.2.1.21
5114	sbi00460	Cyanoamino acid metabolism 	Sb06g019840	Sobic.006G117100	E3.2.1.21	K01188	EC:3.2.1.21
5115	sbi00940	Phenylpropanoid biosynthesis 	Sb06g019840	Sobic.006G117100	E3.2.1.21	K01188	EC:3.2.1.21
5116	sbi00500	Starch and sucrose metabolism 	Sb06g019850	Sobic.006G117300	E3.2.1.21	K01188	EC:3.2.1.21
5117	sbi00460	Cyanoamino acid metabolism 	Sb06g019850	Sobic.006G117300	E3.2.1.21	K01188	EC:3.2.1.21
5118	sbi00940	Phenylpropanoid biosynthesis 	Sb06g019850	Sobic.006G117300	E3.2.1.21	K01188	EC:3.2.1.21
5119	sbi00500	Starch and sucrose metabolism 	Sb06g019860	Sobic.006G117400	E3.2.1.21	K01188	EC:3.2.1.21
5120	sbi00460	Cyanoamino acid metabolism 	Sb06g019860	Sobic.006G117400	E3.2.1.21	K01188	EC:3.2.1.21
5121	sbi00940	Phenylpropanoid biosynthesis 	Sb06g019860	Sobic.006G117400	E3.2.1.21	K01188	EC:3.2.1.21
5122	sbi00500	Starch and sucrose metabolism 	Sb06g019880	Sobic.006G117600	E3.2.1.21	K01188	EC:3.2.1.21
5123	sbi00460	Cyanoamino acid metabolism 	Sb06g019880	Sobic.006G117600	E3.2.1.21	K01188	EC:3.2.1.21
5124	sbi00940	Phenylpropanoid biosynthesis 	Sb06g019880	Sobic.006G117600	E3.2.1.21	K01188	EC:3.2.1.21
5125	sbi00260	Glycine, serine and threonine metabolism 	Sb06g020020	Sobic.006G119200	AOC3	K00276	EC:1.4.3.21
5126	sbi00350	Tyrosine metabolism 	Sb06g020020	Sobic.006G119200	AOC3	K00276	EC:1.4.3.21
5127	sbi00360	Phenylalanine metabolism 	Sb06g020020	Sobic.006G119200	AOC3	K00276	EC:1.4.3.21
5128	sbi00410	beta-Alanine metabolism 	Sb06g020020	Sobic.006G119200	AOC3	K00276	EC:1.4.3.21
5129	sbi00950	Isoquinoline alkaloid biosynthesis 	Sb06g020020	Sobic.006G119200	AOC3	K00276	EC:1.4.3.21
5130	sbi00960	Tropane, piperidine and pyridine alkaloid biosynthesis 	Sb06g020020	Sobic.006G119200	AOC3	K00276	EC:1.4.3.21
5131	sbi03030	DNA replication 	Sb06g020030	Sobic.006G119300	RNASEH2B	K10744	-
5132	sbi00510	N-Glycan biosynthesis 	Sb06g020110	Sobic.006G120500	MGAT3	K00737	EC:2.4.1.144
5502	sbi04130	SNARE interactions in vesicular transport 	Sb07g000290	Sobic.007G001200	VAMP7	K08515	-
5503	sbi00562	Inositol phosphate metabolism 	Sb07g000590	Sobic.007G004500	PIKFYVE	K00921	EC:2.7.1.150
5504	sbi04070	Phosphatidylinositol signaling system 	Sb07g000590	Sobic.007G004500	PIKFYVE	K00921	EC:2.7.1.150
5505	sbi04145	Phagosome 	Sb07g000590	Sobic.007G004500	PIKFYVE	K00921	EC:2.7.1.150
5506	sbi00195	Photosynthesis 	Sb07g000600	Sobic.007G004600	petF	K02639	-
5507	sbi00195	Photosynthesis 	Sb07g000610	Sobic.007G004700	petF	K02639	-
5508	sbi00195	Photosynthesis 	Sb07g000620	Sobic.007G004800	petF	K02639	-
5509	sbi03008	Ribosome biogenesis in eukaryotes 	Sb07g000760	Sobic.007G006900	SDO1	K14574	-
5510	sbi03040	Spliceosome 	Sb07g000840	Sobic.007G007900	MAGOH	K12877	-
5511	sbi03013	RNA transport 	Sb07g000840	Sobic.007G007900	MAGOH	K12877	-
5512	sbi03015	mRNA surveillance pathway 	Sb07g000840	Sobic.007G007900	MAGOH	K12877	-
5513	sbi00230	Purine metabolism 	Sb07g000980	Sobic.007G009200	adk	K00939	EC:2.7.4.3
5514	sbi04075	Plant hormone signal transduction 	Sb07g000990	Sobic.007G009300	IAA	K14484	-
5515	sbi03040	Spliceosome 	Sb07g001010	Sobic.007G009700	SMNDC1	K12839	-
5516	sbi00600	Sphingolipid metabolism 	Sb07g001140	Sobic.007G011700	GBA2	K17108	EC:3.2.1.45
5517	sbi00511	Other glycan degradation 	Sb07g001140	Sobic.007G011700	GBA2	K17108	EC:3.2.1.45
5518	sbi00360	Phenylalanine metabolism 	Sb07g001280	Sobic.007G014200	E1.11.1.7	K00430	EC:1.11.1.7
5519	sbi00940	Phenylpropanoid biosynthesis 	Sb07g001280	Sobic.007G014200	E1.11.1.7	K00430	EC:1.11.1.7
5522	sbi03010	Ribosome 	Sb07g001570	Sobic.007G018300	RP-LP1	K02942	-
5523	sbi03010	Ribosome 	Sb07g001620	Sobic.007G019000	RP-S13e	K02953	-
5525	sbi04075	Plant hormone signal transduction 	Sb07g001820	Sobic.007G020800	SAUR	K14488	-
5526	sbi04075	Plant hormone signal transduction 	Sb07g001830	Sobic.007G020900	SAUR	K14488	-
5527	sbi03013	RNA transport 	Sb07g001930	Sobic.007G022000	KPNB1	K14293	-
5529	sbi04075	Plant hormone signal transduction 	Sb07g001970	Sobic.007G022400	SAUR	K14488	-
5532	sbi03040	Spliceosome 	Sb07g002100	Sobic.007G023800	DDX46	K12811	EC:3.6.4.13
5533	sbi03015	mRNA surveillance pathway 	Sb07g002150	Sobic.007G024700	PPP2R5	K11584	-
5534	sbi03040	Spliceosome 	Sb07g002300	Sobic.007G026300	SLU7	K12819	-
5535	sbi00130	Ubiquinone and other terpenoid-quinone biosynthesis 	Sb07g002550	Sobic.007G029300	AAE14	K14760	EC:6.2.1.26
5536	sbi03010	Ribosome 	Sb07g002560	Sobic.007G029400	RP-LP0	K02941	-
5537	sbi00561	Glycerolipid metabolism 	Sb07g002660	Sobic.007G030500	GPAT	K13508	EC:2.3.1.15
5538	sbi00564	Glycerophospholipid metabolism 	Sb07g002660	Sobic.007G030500	GPAT	K13508	EC:2.3.1.15
5539	sbi01230	Biosynthesis of amino acids 	Sb07g002770	Sobic.007G032000	trpB	K01696	EC:4.2.1.20
5540	sbi00260	Glycine, serine and threonine metabolism 	Sb07g002770	Sobic.007G032000	trpB	K01696	EC:4.2.1.20
5541	sbi00400	Phenylalanine, tyrosine and tryptophan biosynthesis 	Sb07g002770	Sobic.007G032000	trpB	K01696	EC:4.2.1.20
5543	sbi00350	Tyrosine metabolism 	Sb07g003010	Sobic.007G035000	E4.1.1.25	K01592	EC:4.1.1.25
5544	sbi00950	Isoquinoline alkaloid biosynthesis 	Sb07g003010	Sobic.007G035000	E4.1.1.25	K01592	EC:4.1.1.25
5547	sbi00073	Cutin, suberine and wax biosynthesis 	Sb07g003030	Sobic.007G035400	HHT1	K15400	EC:2.3.1.188
5548	sbi00350	Tyrosine metabolism 	Sb07g003040	Sobic.007G035500	E4.1.1.25	K01592	EC:4.1.1.25
5549	sbi00950	Isoquinoline alkaloid biosynthesis 	Sb07g003040	Sobic.007G035500	E4.1.1.25	K01592	EC:4.1.1.25
5550	sbi00909	Sesquiterpenoid and triterpenoid biosynthesis 	Sb07g003080	Sobic.007G035800	GERD	K15803	EC:4.2.3.22 4.2.3.75
5551	sbi02010	ABC transporters 	Sb07g003510	Sobic.007G042600	ABCB1	K05658	EC:3.6.3.44
5552	sbi02010	ABC transporters 	Sb07g003520	Sobic.007G042700	ABCB1	K05658	EC:3.6.3.44
5553	sbi03022	Basal transcription factors 	Sb07g003540	Sobic.007G042900	TFIIH1	K03141	-
5554	sbi03420	Nucleotide excision repair 	Sb07g003540	Sobic.007G042900	TFIIH1	K03141	-
5555	sbi01200	Carbon metabolism 	Sb07g003600	Sobic.007G043400	E2.2.1.2	K00616	EC:2.2.1.2
5556	sbi01230	Biosynthesis of amino acids 	Sb07g003600	Sobic.007G043400	E2.2.1.2	K00616	EC:2.2.1.2
5557	sbi00030	Pentose phosphate pathway 	Sb07g003600	Sobic.007G043400	E2.2.1.2	K00616	EC:2.2.1.2
5558	sbi03040	Spliceosome 	Sb07g003620	Sobic.007G043600	LSM2	K12621	-
5559	sbi03018	RNA degradation 	Sb07g003620	Sobic.007G043600	LSM2	K12621	-
5560	sbi03008	Ribosome biogenesis in eukaryotes 	Sb07g003670	Sobic.007G043900	IMP4	K14561	-
5561	sbi00230	Purine metabolism 	Sb07g003680	Sobic.007G044100	RPB1	K03006	EC:2.7.7.6
5562	sbi00240	Pyrimidine metabolism 	Sb07g003680	Sobic.007G044100	RPB1	K03006	EC:2.7.7.6
5563	sbi03020	RNA polymerase 	Sb07g003680	Sobic.007G044100	RPB1	K03006	EC:2.7.7.6
5564	sbi03010	Ribosome 	Sb07g003770	Sobic.007G045700	RP-L34e	K02915	-
5565	sbi00944	Flavone and flavonol biosynthesis 	Sb07g003860	Sobic.007G047300	E2.1.1.76	K05279	EC:2.1.1.76
5566	sbi04712	Circadian rhythm - plant 	Sb07g003870	Sobic.007G047400	LHY	K12133	-
5567	sbi03008	Ribosome biogenesis in eukaryotes 	Sb07g004020	Sobic.007G049800	NOG1	K06943	-
5568	sbi03040	Spliceosome 	Sb07g004090	Sobic.007G050400	DDX46	K12811	EC:3.6.4.13
5570	sbi04141	Protein processing in endoplasmic reticulum 	Sb07g004210	Sobic.007G052000	RNF5	K10666	EC:6.3.2.19
5571	sbi03010	Ribosome 	Sb07g004290	Sobic.007G053300	RP-S3e	K02985	-
5579	sbi00970	Aminoacyl-tRNA biosynthesis 	Sb07g004420	Sobic.007G054800	VARS	K01873	EC:6.1.1.9
5580	sbi00909	Sesquiterpenoid and triterpenoid biosynthesis 	Sb07g004480	Sobic.007G055600	TPS10	K14174	EC:4.2.3.47
5581	sbi00190	Oxidative phosphorylation 	Sb07g004550	Sobic.007G056400	ATPeV1D	K02149	-
5582	sbi04145	Phagosome 	Sb07g004550	Sobic.007G056400	ATPeV1D	K02149	-
5583	sbi04120	Ubiquitin mediated proteolysis 	Sb07g004560	Sobic.007G056500	CUL3	K03869	-
5584	sbi04120	Ubiquitin mediated proteolysis 	Sb07g004650	Sobic.007G058100	DET1	K10571	-
5587	sbi00941	Flavonoid biosynthesis 	Sb07g004700	Sobic.007G058900	CHS	K00660	EC:2.3.1.74
5588	sbi04712	Circadian rhythm - plant 	Sb07g004700	Sobic.007G058900	CHS	K00660	EC:2.3.1.74
5589	sbi00940	Phenylpropanoid biosynthesis 	Sb07g004710	Sobic.007G059100	E2.1.1.68	K13066	EC:2.1.1.68
5590	sbi00230	Purine metabolism 	Sb07g004810	Sobic.007G060600	DPO1	K02335	EC:2.7.7.7
5591	sbi00240	Pyrimidine metabolism 	Sb07g004810	Sobic.007G060600	DPO1	K02335	EC:2.7.7.7
5592	sbi03030	DNA replication 	Sb07g004810	Sobic.007G060600	DPO1	K02335	EC:2.7.7.7
5593	sbi03410	Base excision repair 	Sb07g004810	Sobic.007G060600	DPO1	K02335	EC:2.7.7.7
5594	sbi03420	Nucleotide excision repair 	Sb07g004810	Sobic.007G060600	DPO1	K02335	EC:2.7.7.7
5595	sbi03440	Homologous recombination 	Sb07g004810	Sobic.007G060600	DPO1	K02335	EC:2.7.7.7
5596	sbi00770	Pantothenate and CoA biosynthesis 	Sb07g004820	Sobic.007G060700	PPCS	K01922	EC:6.3.2.5
5597	sbi04075	Plant hormone signal transduction 	Sb07g004900	Sobic.007G061100	TGA	K14431	-
5598	sbi03440	Homologous recombination 	Sb07g004930	Sobic.007G061500	MRE11	K10865	-
5599	sbi03450	Non-homologous end-joining 	Sb07g004930	Sobic.007G061500	MRE11	K10865	-
5600	sbi00561	Glycerolipid metabolism 	Sb07g004970	Sobic.007G062000	E2.7.1.107	K00901	EC:2.7.1.107
5601	sbi00564	Glycerophospholipid metabolism 	Sb07g004970	Sobic.007G062000	E2.7.1.107	K00901	EC:2.7.1.107
5602	sbi04070	Phosphatidylinositol signaling system 	Sb07g004970	Sobic.007G062000	E2.7.1.107	K00901	EC:2.7.1.107
5604	sbi00909	Sesquiterpenoid and triterpenoid biosynthesis 	Sb07g005130	Sobic.007G064800	GERD	K15803	EC:4.2.3.22 4.2.3.75
5605	sbi03008	Ribosome biogenesis in eukaryotes 	Sb07g005160	Sobic.007G065100	XRN2	K12619	EC:3.1.13.-
5606	sbi03018	RNA degradation 	Sb07g005160	Sobic.007G065100	XRN2	K12619	EC:3.1.13.-
5607	sbi03015	mRNA surveillance pathway 	Sb07g005190	Sobic.007G065400	PCF11	K14400	-
5608	sbi01200	Carbon metabolism 	Sb07g005390	Sobic.007G068100	ACO	K01681	EC:4.2.1.3
5609	sbi01210	2-Oxocarboxylic acid metabolism 	Sb07g005390	Sobic.007G068100	ACO	K01681	EC:4.2.1.3
5610	sbi01230	Biosynthesis of amino acids 	Sb07g005390	Sobic.007G068100	ACO	K01681	EC:4.2.1.3
5611	sbi00020	Citrate cycle (TCA cycle) 	Sb07g005390	Sobic.007G068100	ACO	K01681	EC:4.2.1.3
5612	sbi00630	Glyoxylate and dicarboxylate metabolism 	Sb07g005390	Sobic.007G068100	ACO	K01681	EC:4.2.1.3
5613	sbi00230	Purine metabolism 	Sb07g005435	Sobic.007G068800	RPB12	K03009	-
5614	sbi00240	Pyrimidine metabolism 	Sb07g005435	Sobic.007G068800	RPB12	K03009	-
5615	sbi03020	RNA polymerase 	Sb07g005435	Sobic.007G068800	RPB12	K03009	-
5616	sbi04140	Regulation of autophagy 	Sb07g005440	Sobic.007G068900	GABARAP	K08341	-
5619	sbi00195	Photosynthesis 	Sb07g005660	Sobic.007G071500	psbR	K03541	-
5623	sbi00330	Arginine and proline metabolism 	Sb07g005780	Sobic.007G073100	MPAO	K13366	EC:1.5.3.14 1.5.3.16 1.5.3.-
5624	sbi00410	beta-Alanine metabolism 	Sb07g005780	Sobic.007G073100	MPAO	K13366	EC:1.5.3.14 1.5.3.16 1.5.3.-
5625	sbi00100	Steroid biosynthesis 	Sb07g005830	Sobic.007G073500	SMO1	K14423	EC:1.14.13.72
5626	sbi00650	Butanoate metabolism 	Sb07g005930	Sobic.007G074500	POP2	K16871	EC:2.6.1.96
5627	sbi00250	Alanine, aspartate and glutamate metabolism 	Sb07g005930	Sobic.007G074500	POP2	K16871	EC:2.6.1.96
5630	sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb07g006040	Sobic.007G075500	UAP1	K00972	EC:2.7.7.23 2.7.7.83
5888	sbi00040	Pentose and glucuronate interconversions 	Sb08g000220	Sobic.008G000400	GLCAK	K16190	EC:2.7.1.43
5889	sbi00053	Ascorbate and aldarate metabolism 	Sb08g000220	Sobic.008G000400	GLCAK	K16190	EC:2.7.1.43
5890	sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb08g000220	Sobic.008G000400	GLCAK	K16190	EC:2.7.1.43
5891	sbi03013	RNA transport 	Sb08g000235	Sobic.008G000600	RPP1	K03539	EC:3.1.26.5
5892	sbi03008	Ribosome biogenesis in eukaryotes 	Sb08g000235	Sobic.008G000600	RPP1	K03539	EC:3.1.26.5
5893	sbi03060	Protein export 	Sb08g000320	Sobic.008G001500	SRPRB	K12272	-
5896	sbi01212	Fatty acid metabolism 	Sb08g000430	Sobic.008G002800	FAD8	K10257	EC:1.14.19.-
5897	sbi01040	Biosynthesis of unsaturated fatty acids 	Sb08g000430	Sobic.008G002800	FAD8	K10257	EC:1.14.19.-
5898	sbi01212	Fatty acid metabolism 	Sb08g000460	Sobic.008G003200	FAD8	K10257	EC:1.14.19.-
5899	sbi01040	Biosynthesis of unsaturated fatty acids 	Sb08g000460	Sobic.008G003200	FAD8	K10257	EC:1.14.19.-
5901	sbi04120	Ubiquitin mediated proteolysis 	Sb08g000540	Sobic.008G004600	UBE1	K03178	EC:6.3.2.19
5902	sbi01230	Biosynthesis of amino acids 	Sb08g000600	Sobic.008G005300	TAT	K00815	EC:2.6.1.5
5903	sbi00270	Cysteine and methionine metabolism 	Sb08g000600	Sobic.008G005300	TAT	K00815	EC:2.6.1.5
5904	sbi00350	Tyrosine metabolism 	Sb08g000600	Sobic.008G005300	TAT	K00815	EC:2.6.1.5
5905	sbi00360	Phenylalanine metabolism 	Sb08g000600	Sobic.008G005300	TAT	K00815	EC:2.6.1.5
5906	sbi00400	Phenylalanine, tyrosine and tryptophan biosynthesis 	Sb08g000600	Sobic.008G005300	TAT	K00815	EC:2.6.1.5
5907	sbi00130	Ubiquinone and other terpenoid-quinone biosynthesis 	Sb08g000600	Sobic.008G005300	TAT	K00815	EC:2.6.1.5
5908	sbi00950	Isoquinoline alkaloid biosynthesis 	Sb08g000600	Sobic.008G005300	TAT	K00815	EC:2.6.1.5
5909	sbi00960	Tropane, piperidine and pyridine alkaloid biosynthesis 	Sb08g000600	Sobic.008G005300	TAT	K00815	EC:2.6.1.5
5910	sbi00360	Phenylalanine metabolism 	Sb08g000990	Sobic.008G010500	E1.11.1.7	K00430	EC:1.11.1.7
5911	sbi00940	Phenylpropanoid biosynthesis 	Sb08g000990	Sobic.008G010500	E1.11.1.7	K00430	EC:1.11.1.7
5912	sbi01212	Fatty acid metabolism 	Sb08g001010	Sobic.008G010800	ACSL	K01897	EC:6.2.1.3
5913	sbi00061	Fatty acid biosynthesis 	Sb08g001010	Sobic.008G010800	ACSL	K01897	EC:6.2.1.3
5914	sbi00071	Fatty acid degradation 	Sb08g001010	Sobic.008G010800	ACSL	K01897	EC:6.2.1.3
5915	sbi04146	Peroxisome 	Sb08g001010	Sobic.008G010800	ACSL	K01897	EC:6.2.1.3
5916	sbi00562	Inositol phosphate metabolism 	Sb08g001115	Sobic.008G011900	PIP5K	K00889	EC:2.7.1.68
5917	sbi04070	Phosphatidylinositol signaling system 	Sb08g001115	Sobic.008G011900	PIP5K	K00889	EC:2.7.1.68
5918	sbi04144	Endocytosis 	Sb08g001115	Sobic.008G011900	PIP5K	K00889	EC:2.7.1.68
5919	sbi04075	Plant hormone signal transduction 	Sb08g001140	Sobic.008G012300	ARR-A	K14492	-
5920	sbi01210	2-Oxocarboxylic acid metabolism 	Sb08g001160	Sobic.008G012400	leuA	K01649	EC:2.3.3.13
5921	sbi01230	Biosynthesis of amino acids 	Sb08g001160	Sobic.008G012400	leuA	K01649	EC:2.3.3.13
5922	sbi00620	Pyruvate metabolism 	Sb08g001160	Sobic.008G012400	leuA	K01649	EC:2.3.3.13
5923	sbi00290	Valine, leucine and isoleucine biosynthesis 	Sb08g001160	Sobic.008G012400	leuA	K01649	EC:2.3.3.13
5924	sbi04075	Plant hormone signal transduction 	Sb08g001180	Sobic.008G012600	NPR1	K14508	-
5925	sbi04626	Plant-pathogen interaction 	Sb08g001200	Sobic.008G012900	CML	K13448	-
5927	sbi04626	Plant-pathogen interaction 	Sb08g001380	Sobic.008G015600	CPK	K13412	EC:2.7.11.1
5928	sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb08g001480	Sobic.008G016900	glmS	K00820	EC:2.6.1.16
5929	sbi00250	Alanine, aspartate and glutamate metabolism 	Sb08g001480	Sobic.008G016900	glmS	K00820	EC:2.6.1.16
5931	sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb08g001540	Sobic.008G017800	E3.2.1.55	K01209	EC:3.2.1.55
5932	sbi00310	Lysine degradation 	Sb08g001570	Sobic.008G018100	EHMT	K11420	EC:2.1.1.43
5933	sbi00510	N-Glycan biosynthesis 	Sb08g001790	Sobic.008G020200	ALG14	K07441	EC:2.4.1.141
5934	sbi03010	Ribosome 	Sb08g001870	Sobic.008G021100	RP-S16e	K02960	-
5935	sbi00190	Oxidative phosphorylation 	Sb08g001880	Sobic.008G021200	ATPeV1C	K02148	-
5936	sbi04145	Phagosome 	Sb08g001880	Sobic.008G021200	ATPeV1C	K02148	-
5937	sbi00230	Purine metabolism 	Sb08g001950	Sobic.008G021900	APY1_2	K14641	EC:3.6.1.5
5938	sbi00240	Pyrimidine metabolism 	Sb08g001950	Sobic.008G021900	APY1_2	K14641	EC:3.6.1.5
5939	sbi00130	Ubiquinone and other terpenoid-quinone biosynthesis 	Sb08g001960	Sobic.008G022000	E2.1.1.95	K05928	EC:2.1.1.95
5940	sbi00230	Purine metabolism 	Sb08g001970	Sobic.008G022100	APY1_2	K14641	EC:3.6.1.5
5941	sbi00240	Pyrimidine metabolism 	Sb08g001970	Sobic.008G022100	APY1_2	K14641	EC:3.6.1.5
5943	sbi03010	Ribosome 	Sb08g002090	Sobic.008G024200	RP-L11	K02867	-
5944	sbi00230	Purine metabolism 	Sb08g002160	Sobic.008G024800	FHIT	K01522	EC:3.6.1.29
5945	sbi00100	Steroid biosynthesis 	Sb08g002250	Sobic.008G025700	CYP51	K05917	EC:1.14.13.70
5946	sbi04140	Regulation of autophagy 	Sb08g002740	Sobic.008G032000	PRKAA	K07198	EC:2.7.11.11
5947	sbi04075	Plant hormone signal transduction 	Sb08g003260	Sobic.008G037900	TGA	K14431	-
5948	sbi03410	Base excision repair 	Sb08g003320	Sobic.008G038500	NTH	K10773	EC:4.2.99.18
5949	sbi01230	Biosynthesis of amino acids 	Sb08g003330	Sobic.008G038600	lysA	K01586	EC:4.1.1.20
5950	sbi00300	Lysine biosynthesis 	Sb08g003330	Sobic.008G038600	lysA	K01586	EC:4.1.1.20
5951	sbi03060	Protein export 	Sb08g003340	Sobic.008G038700	HSPA5	K09490	-
5952	sbi04141	Protein processing in endoplasmic reticulum 	Sb08g003340	Sobic.008G038700	HSPA5	K09490	-
5953	sbi03060	Protein export 	Sb08g003410	Sobic.008G039600	SRP54	K03106	-
5954	sbi01200	Carbon metabolism 	Sb08g003440	Sobic.008G039900	GLDC	K00281	EC:1.4.4.2
5955	sbi00260	Glycine, serine and threonine metabolism 	Sb08g003440	Sobic.008G039900	GLDC	K00281	EC:1.4.4.2
5956	sbi03030	DNA replication 	Sb08g003480	Sobic.008G040300	RNASEH2A	K10743	EC:3.1.26.4
5957	sbi00510	N-Glycan biosynthesis 	Sb08g003660	Sobic.008G042600	MGAT1	K00726	EC:2.4.1.101
